"x","vx","y","vy","depth","vdepth","time"
20418.9503576983,-0.00752634734666939,94808.465260532,0.254088015645721,-165.795197256219,-0.629820508800625,2007-04-05 14:14:00
20421.1549358461,0.02319707116609,94882.8301531149,0.236736225975376,-305.170938943504,-0.208284584528153,2007-04-05 14:19:00
20433.4857921995,0.0600965971115861,94947.5152441747,0.189446626582805,-362.321516096749,-0.55080715572757,2007-04-05 14:24:00
20457.9052385232,0.103924267412582,94993.4100634102,0.111255423556938,-670.631346210557,-1.26679888295497,2007-04-05 14:29:00
20496.6219600956,0.155573319166699,95011.0211821688,0.00056902783761778,-866.935472119286,0.745026286311679,2007-04-05 14:34:00
20552.1360301798,0.216096394411269,94990.2787310822,-0.144868423189273,-308.293557544994,1.85267402076121,2007-04-05 14:39:00
20605.1530914573,0.266826509744522,94944.4444993028,-0.275296196051135,-41.2905862678389,0.68789665745281,2007-04-05 14:42:40
20626.9854545755,0.275311110319812,94920.6108149369,-0.317533812184489,0.346233704915096,0.351484439989661,2007-04-05 14:44:00
20684.2142343815,0.16848387489598,94838.9358144752,-0.336079462557259,8.08874402051335,-0.11907503396897,2007-04-05 14:48:00
20692.7961988194,0.117916144679085,94819.2349070602,-0.320696796444387,1.41878464900712,-0.0945036662714868,2007-04-05 14:49:00
20693.4184129037,-0.10588503497738,94733.8164774486,-0.250594531692177,-4.03386146721475,0.0181949758074327,2007-04-05 14:54:00
20633.7815302528,-0.284492072346131,94667.8451342389,-0.190829809423168,0.975083229880035,0.00958608877100213,2007-04-05 14:59:00
20526.8757555666,-0.421545100893181,94618.4072599026,-0.140184584515997,2.02820067745654,0.00429169638193136,2007-04-05 15:04:00
20384.7279218915,-0.519837352424001,94582.9262000006,-0.0976266737071124,1.90121778767086,-0.0186091985351741,2007-04-05 15:09:00
20218.6466058353,-0.5813720877413,94559.1097492057,-0.0622887186428953,0.384924862724224,0.0601668422939533,2007-04-05 15:14:00
20039.4526039487,-0.607403424897826,94544.9034346272,-0.0334505084766002,-0.948745720123604,-0.276959497038475,2007-04-05 15:19:00
19857.6994677628,-0.598461899091462,94538.4486442887,-0.0105243014746579,-150.403570035778,-0.449783835956641,2007-04-05 15:24:00
19683.8885921732,-0.554365275374053,94538.0447473844,0.00695715355627853,-212.913869011142,-0.00430628960279338,2007-04-05 15:29:00
19528.6832408299,-0.47421483460132,94542.1144342976,0.0193501401607921,-152.408148894783,0.447355813747513,2007-04-05 15:34:00
19433.4558501706,-0.392029546905646,94547.053536896,0.0253329039193717,-33.169242355518,0.508080477966637,2007-04-05 15:37:39
19402.9818064376,-0.361713033503184,94549.2307503899,0.029099210525794,1.21366957949176,0.319361558179041,2007-04-05 15:39:00
19322.5333589793,-0.317296064348815,94559.7606767156,0.0642861014025079,11.9502970681588,-0.152493463043538,2007-04-05 15:43:01
19303.8785327294,-0.315218673707648,94563.9386269538,0.0773507422254518,1.01517556888038,-0.216457739522899,2007-04-05 15:44:00
19209.4153599757,-0.318350054368092,94597.2473714228,0.145138796633045,-109.448787033488,-0.547132503524572,2007-04-05 15:49:00
19110.5697758707,-0.34448427068109,94651.3504712044,0.216214747084417,-282.425798033892,-0.399028903034639,2007-04-05 15:54:00
19000.3728461385,-0.394153958818541,94727.449545297,0.292027171744582,-299.565134033372,0.275502545730626,2007-04-05 15:59:00
18871.6242877516,-0.468371422154043,94827.1945058371,0.374121179591647,-148.95962766824,0.610101344308668,2007-04-05 16:04:00
18762.1265268166,-0.538545121357331,94915.7058099508,0.438665000509509,-27.8272120188947,0.432571287835245,2007-04-05 16:07:38
18716.9804184621,-0.560062380207408,94952.5801997748,0.459158012121488,0.276681558412876,0.237624746495274,2007-04-05 16:09:00
18579.082387328,-0.533704894274723,95068.4149021611,0.464737009231204,4.84916353226012,-0.0751901940995893,2007-04-05 16:13:07
18551.330800205,-0.513610598623243,95092.8399063594,0.456993215310005,1.33497643651006,-0.0524215762431351,2007-04-05 16:14:00
18413.304489065,-0.409097288892449,95223.736489517,0.416590944429731,0.876421371044708,-0.000214643324240659,2007-04-05 16:19:00
18304.4547276847,-0.318770583492034,95343.3192158678,0.381439661812341,-3.90790542317706,-0.00261517677226539,2007-04-05 16:24:00
18220.8084068303,-0.240789563572021,95453.0534373871,0.350822961707206,0.945134837229942,0.012472654772593,2007-04-05 16:29:00
18158.9060801596,-0.173564924186837,95554.2037871114,0.324116855757338,0.00204314391032456,-0.0105982944992633,2007-04-05 16:34:00
18115.7314583369,-0.115726582684866,95647.8599531441,0.300777056001633,-1.96996326233954,0.00310392053630563,2007-04-05 16:39:00
18088.6499350387,-0.066095755422958,95734.9588872028,0.280327881982118,0.976395088240367,0.00732421490889746,2007-04-05 16:44:00
18075.3548919262,-0.0236609333461217,95816.3039003052,0.262352566080624,1.00147623656234,-0.00365100369437316,2007-04-05 16:49:00
18073.8206882341,0.0124427332480068,95892.5810347739,0.246484759527688,0.00600394338589092,-0.00159701098870639,2007-04-05 16:54:00
18082.2613768713,0.0429510609234315,95964.3730462279,0.23240106597691,-0.00486073676466327,-5.69465077895455e-05,2007-04-05 16:59:00
18099.0943056375,0.0684858295364698,96032.1712805257,0.219814450476284,0.00739807689904494,0.00186284358182308,2007-04-05 17:04:00
18122.9078617249,0.0895674545215092,96096.3856877154,0.208468389507815,0.995010511276403,0.00252441215781849,2007-04-05 17:09:00
18152.4327021163,0.10662559330209,96157.3531770872,0.198131642869791,0.995852810989282,-0.00243261615821077,2007-04-05 17:14:00
18186.515883535,0.120007901993315,96215.344483605,0.188593540849412,0.00432964155535512,-0.00238292742668478,2007-04-05 17:19:00
18224.0973646988,0.129987120863148,96270.5696856635,0.179659690635349,0.00395541776247149,0.00234214776682519,2007-04-05 17:24:00
